"GEOID","NAME","Total","H_Total","majority","hispanic","group"
"06037209401","Census Tract 2094.01, Los Angeles County, California",4472,3226,"H_White",1,"3001-4500"
"06037209510","Census Tract 2095.10, Los Angeles County, California",3076,2107,"H_White",1,"3001-4500"
"06037209520","Census Tract 2095.20, Los Angeles County, California",2797,2476,"H_White",1,"1500-3000"
"06037211910","Census Tract 2119.10, Los Angeles County, California",4371,2580,"H_White",1,"3001-4500"
"06037212900","Census Tract 2129, Los Angeles County, California",4067,2088,"H_White",1,"3001-4500"
"06037218220","Census Tract 2182.20, Los Angeles County, California",3859,1968,"H_White",1,"3001-4500"
"06037218300","Census Tract 2183, Los Angeles County, California",5290,2737,"H_White",1,"4501-6000"
"06037218400","Census Tract 2184, Los Angeles County, California",4737,2957,"H_White",1,"4501-6000"
"06037218500","Census Tract 2185, Los Angeles County, California",2641,1509,"H_White",1,"1500-3000"
"06037218600","Census Tract 2186, Los Angeles County, California",3148,1784,"H_White",1,"3001-4500"
"06037219700","Census Tract 2197, Los Angeles County, California",4507,3029,"H_White",1,"4501-6000"
"06037219800","Census Tract 2198, Los Angeles County, California",2861,2149,"H_White",1,"1500-3000"
"06037219901","Census Tract 2199.01, Los Angeles County, California",4150,2943,"H_White",1,"3001-4500"
"06037219902","Census Tract 2199.02, Los Angeles County, California",3809,2567,"H_White",1,"3001-4500"
"06037221110","Census Tract 2211.10, Los Angeles County, California",3705,3438,"H_White",1,"3001-4500"
"06037221302","Census Tract 2213.02, Los Angeles County, California",4373,3086,"H_White",1,"3001-4500"
"06037224010","Census Tract 2240.10, Los Angeles County, California",2845,1639,"H_White",1,"1500-3000"
"06037224020","Census Tract 2240.20, Los Angeles County, California",2733,2415,"H_White",1,"1500-3000"
"06037224200","Census Tract 2242, Los Angeles County, California",2557,2309,"H_White",1,"1500-3000"
"06037224310","Census Tract 2243.10, Los Angeles County, California",2422,2172,"H_White",1,"1500-3000"
"06037224420","Census Tract 2244.20, Los Angeles County, California",2637,2181,"H_White",1,"1500-3000"
"06037226700","Census Tract 2267, Los Angeles County, California",7661,7433,"H_White",1,"7501-9000"
"06037227010","Census Tract 2270.10, Los Angeles County, California",5705,5301,"H_White",1,"4501-6000"
"06037227020","Census Tract 2270.20, Los Angeles County, California",3623,3501,"H_White",1,"3001-4500"
"06037228100","Census Tract 2281, Los Angeles County, California",5505,5150,"H_White",1,"4501-6000"
"06037228210","Census Tract 2282.10, Los Angeles County, California",4233,3838,"H_White",1,"3001-4500"
"06037228320","Census Tract 2283.20, Los Angeles County, California",3122,3019,"H_White",1,"3001-4500"
"06037228410","Census Tract 2284.10, Los Angeles County, California",3600,3335,"H_White",1,"3001-4500"
"06037228710","Census Tract 2287.10, Los Angeles County, California",3982,3519,"H_White",1,"3001-4500"
"06037228720","Census Tract 2287.20, Los Angeles County, California",4825,4257,"H_White",1,"4501-6000"
"06037228800","Census Tract 2288, Los Angeles County, California",5353,4892,"H_White",1,"4501-6000"
"06037228900","Census Tract 2289, Los Angeles County, California",2918,2547,"H_White",1,"1500-3000"
"06037229100","Census Tract 2291, Los Angeles County, California",5146,4691,"H_White",1,"4501-6000"
"06037229410","Census Tract 2294.10, Los Angeles County, California",3697,3414,"H_White",1,"3001-4500"
"06037229420","Census Tract 2294.20, Los Angeles County, California",4759,4332,"H_White",1,"4501-6000"
"06037231100","Census Tract 2311, Los Angeles County, California",3474,2518,"H_White",1,"3001-4500"
"06037231710","Census Tract 2317.10, Los Angeles County, California",4165,3422,"H_White",1,"3001-4500"
"06037231720","Census Tract 2317.20, Los Angeles County, California",4934,3855,"H_White",1,"4501-6000"
"06037231800","Census Tract 2318, Los Angeles County, California",5436,5049,"H_White",1,"4501-6000"
"06037231900","Census Tract 2319, Los Angeles County, California",6162,5308,"H_White",1,"6001-7500"
"06037232110","Census Tract 2321.10, Los Angeles County, California",3038,2527,"H_White",1,"3001-4500"
"06037232120","Census Tract 2321.20, Los Angeles County, California",5567,4362,"H_White",1,"4501-6000"
"06037232700","Census Tract 2327, Los Angeles County, California",6568,5247,"H_White",1,"6001-7500"
"06037232800","Census Tract 2328, Los Angeles County, California",4489,3887,"H_White",1,"3001-4500"
"06037239501","Census Tract 2395.01, Los Angeles County, California",3729,2831,"H_White",1,"3001-4500"
"06037240020","Census Tract 2400.20, Los Angeles County, California",5223,3711,"H_White",1,"4501-6000"
"06037240401","Census Tract 2404.01, Los Angeles County, California",6379,5147,"H_White",1,"6001-7500"
"06037240500","Census Tract 2405, Los Angeles County, California",7326,5284,"H_White",1,"6001-7500"
"06037240700","Census Tract 2407, Los Angeles County, California",6596,4693,"H_White",1,"6001-7500"
"06037240800","Census Tract 2408, Los Angeles County, California",4341,3019,"H_White",1,"3001-4500"
"06037240900","Census Tract 2409, Los Angeles County, California",6736,5304,"H_White",1,"6001-7500"
"06037241001","Census Tract 2410.01, Los Angeles County, California",4197,3022,"H_White",1,"3001-4500"
"06037241110","Census Tract 2411.10, Los Angeles County, California",3356,2473,"H_White",1,"3001-4500"
"06037241120","Census Tract 2411.20, Los Angeles County, California",5146,3628,"H_White",1,"4501-6000"
"06037241202","Census Tract 2412.02, Los Angeles County, California",5776,3393,"H_White",1,"4501-6000"
"06037241400","Census Tract 2414, Los Angeles County, California",3785,2865,"H_White",1,"3001-4500"
"06037242100","Census Tract 2421, Los Angeles County, California",2852,2161,"H_White",1,"1500-3000"
"06037242700","Census Tract 2427, Los Angeles County, California",6035,4570,"H_White",1,"6001-7500"
"06037243100","Census Tract 2431, Los Angeles County, California",6772,4552,"H_White",1,"6001-7500"
"06037269601","Census Tract 2696.01, Los Angeles County, California",3393,2000,"H_White",1,"3001-4500"
"06037270200","Census Tract 2702, Los Angeles County, California",3226,1691,"H_White",1,"3001-4500"
"06037275102","Census Tract 2751.02, Los Angeles County, California",4338,3029,"H_White",1,"3001-4500"
"06037275500","Census Tract 2755, Los Angeles County, California",5449,3492,"H_White",1,"4501-6000"
"06037291210","Census Tract 2912.10, Los Angeles County, California",5768,3773,"H_White",1,"4501-6000"
"06037291220","Census Tract 2912.20, Los Angeles County, California",3640,2524,"H_White",1,"3001-4500"
"06037294110","Census Tract 2941.10, Los Angeles County, California",4129,3498,"H_White",1,"3001-4500"
"06037294120","Census Tract 2941.20, Los Angeles County, California",2687,2486,"H_White",1,"1500-3000"
"06037294200","Census Tract 2942, Los Angeles County, California",4874,4271,"H_White",1,"4501-6000"
"06037294301","Census Tract 2943.01, Los Angeles County, California",2471,2027,"H_White",1,"1500-3000"
"06037294421","Census Tract 2944.21, Los Angeles County, California",2891,2141,"H_White",1,"1500-3000"
"06037294510","Census Tract 2945.10, Los Angeles County, California",5082,4958,"H_White",1,"4501-6000"
"06037294520","Census Tract 2945.20, Los Angeles County, California",3710,3466,"H_White",1,"3001-4500"
"06037294610","Census Tract 2946.10, Los Angeles County, California",4334,3912,"H_White",1,"3001-4500"
"06037294620","Census Tract 2946.20, Los Angeles County, California",4683,4366,"H_White",1,"4501-6000"
"06037294701","Census Tract 2947.01, Los Angeles County, California",3099,2798,"H_White",1,"3001-4500"
"06037294810","Census Tract 2948.10, Los Angeles County, California",4278,3884,"H_White",1,"3001-4500"
"06037294820","Census Tract 2948.20, Los Angeles County, California",3473,3358,"H_White",1,"3001-4500"
"06037294830","Census Tract 2948.30, Los Angeles County, California",4134,3867,"H_White",1,"3001-4500"
"06037294900","Census Tract 2949, Los Angeles County, California",3853,3377,"H_White",1,"3001-4500"
"06037296210","Census Tract 2962.10, Los Angeles County, California",3132,2726,"H_White",1,"3001-4500"
"06037296500","Census Tract 2965, Los Angeles County, California",3447,2453,"H_White",1,"3001-4500"
"06037297110","Census Tract 2971.10, Los Angeles County, California",4649,2988,"H_White",1,"4501-6000"
"06037297201","Census Tract 2972.01, Los Angeles County, California",4505,2892,"H_White",1,"4501-6000"
"06037310501","Census Tract 3105.01, Los Angeles County, California",4066,1943,"H_White",1,"3001-4500"
"06037311802","Census Tract 3118.02, Los Angeles County, California",4068,2250,"H_White",1,"3001-4500"
"06037320100","Census Tract 3201, Los Angeles County, California",7601,6930,"H_White",1,"7501-9000"
"06037320201","Census Tract 3202.01, Los Angeles County, California",4049,3876,"H_White",1,"3001-4500"
"06037320202","Census Tract 3202.02, Los Angeles County, California",6151,5634,"H_White",1,"6001-7500"
"06037320300","Census Tract 3203, Los Angeles County, California",6734,6419,"H_White",1,"6001-7500"
"06037400602","Census Tract 4006.02, Los Angeles County, California",4250,2896,"H_White",1,"3001-4500"
"06037400603","Census Tract 4006.03, Los Angeles County, California",5201,2762,"H_White",1,"4501-6000"
"06037400604","Census Tract 4006.04, Los Angeles County, California",3501,1522,"H_White",1,"3001-4500"
"06037401704","Census Tract 4017.04, Los Angeles County, California",7108,4267,"H_White",1,"6001-7500"
"06037402102","Census Tract 4021.02, Los Angeles County, California",4858,3214,"H_White",1,"4501-6000"
"06037402200","Census Tract 4022, Los Angeles County, California",6782,4057,"H_White",1,"6001-7500"
"06037402301","Census Tract 4023.01, Los Angeles County, California",5464,4305,"H_White",1,"4501-6000"
"06037402303","Census Tract 4023.03, Los Angeles County, California",4080,3199,"H_White",1,"3001-4500"
"06037402405","Census Tract 4024.05, Los Angeles County, California",2875,2498,"H_White",1,"1500-3000"
"06037402501","Census Tract 4025.01, Los Angeles County, California",5591,5066,"H_White",1,"4501-6000"
"06037402502","Census Tract 4025.02, Los Angeles County, California",6839,5497,"H_White",1,"6001-7500"
"06037402600","Census Tract 4026, Los Angeles County, California",7493,5278,"H_White",1,"6001-7500"
"06037402702","Census Tract 4027.02, Los Angeles County, California",6365,5423,"H_White",1,"6001-7500"
"06037402706","Census Tract 4027.06, Los Angeles County, California",3834,2764,"H_White",1,"3001-4500"
"06037402801","Census Tract 4028.01, Los Angeles County, California",4976,4688,"H_White",1,"4501-6000"
"06037402803","Census Tract 4028.03, Los Angeles County, California",3270,2965,"H_White",1,"3001-4500"
"06037402902","Census Tract 4029.02, Los Angeles County, California",6903,5224,"H_White",1,"6001-7500"
"06037402903","Census Tract 4029.03, Los Angeles County, California",4363,3465,"H_White",1,"3001-4500"
"06037402904","Census Tract 4029.04, Los Angeles County, California",3705,3303,"H_White",1,"3001-4500"
"06037403000","Census Tract 4030, Los Angeles County, California",6950,5948,"H_White",1,"6001-7500"
"06037403600","Census Tract 4036, Los Angeles County, California",6690,3707,"H_White",1,"6001-7500"
"06037403702","Census Tract 4037.02, Los Angeles County, California",3786,1742,"H_White",1,"3001-4500"
"06037403721","Census Tract 4037.21, Los Angeles County, California",4897,2617,"H_White",1,"4501-6000"
"06037403722","Census Tract 4037.22, Los Angeles County, California",5628,3695,"H_White",1,"4501-6000"
"06037403801","Census Tract 4038.01, Los Angeles County, California",6224,3886,"H_White",1,"6001-7500"
"06037403802","Census Tract 4038.02, Los Angeles County, California",6687,3570,"H_White",1,"6001-7500"
"06037403901","Census Tract 4039.01, Los Angeles County, California",3174,1691,"H_White",1,"3001-4500"
"06037404000","Census Tract 4040, Los Angeles County, California",4614,3231,"H_White",1,"4501-6000"
"06037404100","Census Tract 4041, Los Angeles County, California",6277,5085,"H_White",1,"6001-7500"
"06037404201","Census Tract 4042.01, Los Angeles County, California",3519,2418,"H_White",1,"3001-4500"
"06037404301","Census Tract 4043.01, Los Angeles County, California",5503,4800,"H_White",1,"4501-6000"
"06037404401","Census Tract 4044.01, Los Angeles County, California",3715,3155,"H_White",1,"3001-4500"
"06037404402","Census Tract 4044.02, Los Angeles County, California",5156,3931,"H_White",1,"4501-6000"
"06037404503","Census Tract 4045.03, Los Angeles County, California",2638,1962,"H_White",1,"1500-3000"
"06037404504","Census Tract 4045.04, Los Angeles County, California",5073,4034,"H_White",1,"4501-6000"
"06037404600","Census Tract 4046, Los Angeles County, California",1394,1259,"H_White",1,"0-1500"
"06037404701","Census Tract 4047.01, Los Angeles County, California",5665,4380,"H_White",1,"4501-6000"
"06037404702","Census Tract 4047.02, Los Angeles County, California",5629,3715,"H_White",1,"4501-6000"
"06037404703","Census Tract 4047.03, Los Angeles County, California",3110,2610,"H_White",1,"3001-4500"
"06037404801","Census Tract 4048.01, Los Angeles County, California",7911,5789,"H_White",1,"7501-9000"
"06037404802","Census Tract 4048.02, Los Angeles County, California",4196,3074,"H_White",1,"3001-4500"
"06037404803","Census Tract 4048.03, Los Angeles County, California",1719,1331,"H_White",1,"1500-3000"
"06037404901","Census Tract 4049.01, Los Angeles County, California",5700,4123,"H_White",1,"4501-6000"
"06037404903","Census Tract 4049.03, Los Angeles County, California",2738,1775,"H_White",1,"1500-3000"
"06037405001","Census Tract 4050.01, Los Angeles County, California",6029,5156,"H_White",1,"6001-7500"
"06037405102","Census Tract 4051.02, Los Angeles County, California",5639,4068,"H_White",1,"4501-6000"
"06037405201","Census Tract 4052.01, Los Angeles County, California",4933,3661,"H_White",1,"4501-6000"
"06037405202","Census Tract 4052.02, Los Angeles County, California",4850,3727,"H_White",1,"4501-6000"
"06037405400","Census Tract 4054, Los Angeles County, California",4950,3745,"H_White",1,"4501-6000"
"06037405500","Census Tract 4055, Los Angeles County, California",6596,4078,"H_White",1,"6001-7500"
"06037405600","Census Tract 4056, Los Angeles County, California",5553,3482,"H_White",1,"4501-6000"
"06037405701","Census Tract 4057.01, Los Angeles County, California",3862,2667,"H_White",1,"3001-4500"
"06037405702","Census Tract 4057.02, Los Angeles County, California",4957,2775,"H_White",1,"4501-6000"
"06037405800","Census Tract 4058, Los Angeles County, California",5825,3963,"H_White",1,"4501-6000"
"06037405900","Census Tract 4059, Los Angeles County, California",3951,2562,"H_White",1,"3001-4500"
"06037406000","Census Tract 4060, Los Angeles County, California",5206,3127,"H_White",1,"4501-6000"
"06037406101","Census Tract 4061.01, Los Angeles County, California",3105,1876,"H_White",1,"3001-4500"
"06037406102","Census Tract 4061.02, Los Angeles County, California",6167,4370,"H_White",1,"6001-7500"
"06037406200","Census Tract 4062, Los Angeles County, California",5811,3514,"H_White",1,"4501-6000"
"06037406402","Census Tract 4064.02, Los Angeles County, California",2043,1094,"H_White",1,"1500-3000"
"06037406412","Census Tract 4064.12, Los Angeles County, California",2123,1071,"H_White",1,"1500-3000"
"06037406601","Census Tract 4066.01, Los Angeles County, California",5550,3243,"H_White",1,"4501-6000"
"06037406901","Census Tract 4069.01, Los Angeles County, California",4773,3683,"H_White",1,"4501-6000"
"06037406902","Census Tract 4069.02, Los Angeles County, California",3584,2611,"H_White",1,"3001-4500"
"06037407101","Census Tract 4071.01, Los Angeles County, California",4883,4252,"H_White",1,"4501-6000"
"06037407302","Census Tract 4073.02, Los Angeles County, California",3503,3001,"H_White",1,"3001-4500"
"06037407702","Census Tract 4077.02, Los Angeles County, California",6744,5146,"H_White",1,"6001-7500"
"06037407802","Census Tract 4078.02, Los Angeles County, California",3476,2685,"H_White",1,"3001-4500"
"06037408003","Census Tract 4080.03, Los Angeles County, California",4577,2793,"H_White",1,"4501-6000"
"06037408302","Census Tract 4083.02, Los Angeles County, California",3836,2898,"H_White",1,"3001-4500"
"06037408402","Census Tract 4084.02, Los Angeles County, California",6646,4080,"H_White",1,"6001-7500"
"06037408505","Census Tract 4085.05, Los Angeles County, California",2653,1232,"H_White",1,"1500-3000"
"06037408630","Census Tract 4086.30, Los Angeles County, California",2510,1899,"H_White",1,"1500-3000"
"06037430002","Census Tract 4300.02, Los Angeles County, California",6522,2865,"H_White",1,"6001-7500"
"06037430101","Census Tract 4301.01, Los Angeles County, California",5382,2718,"H_White",1,"4501-6000"
"06037430102","Census Tract 4301.02, Los Angeles County, California",4684,3522,"H_White",1,"4501-6000"
"06037430901","Census Tract 4309.01, Los Angeles County, California",4517,2201,"H_White",1,"4501-6000"
"06037431001","Census Tract 4310.01, Los Angeles County, California",7669,4064,"H_White",1,"7501-9000"
"06037431100","Census Tract 4311, Los Angeles County, California",6758,3935,"H_White",1,"6001-7500"
"06037431200","Census Tract 4312, Los Angeles County, California",6399,4369,"H_White",1,"6001-7500"
"06037432500","Census Tract 4325, Los Angeles County, California",8180,4887,"H_White",1,"7501-9000"
"06037432700","Census Tract 4327, Los Angeles County, California",5779,4709,"H_White",1,"4501-6000"
"06037432802","Census Tract 4328.02, Los Angeles County, California",5077,3682,"H_White",1,"4501-6000"
"06037433302","Census Tract 4333.02, Los Angeles County, California",1530,1205,"H_White",1,"1500-3000"
"06037433304","Census Tract 4333.04, Los Angeles County, California",5063,3498,"H_White",1,"4501-6000"
"06037433305","Census Tract 4333.05, Los Angeles County, California",4582,2947,"H_White",1,"4501-6000"
"06037433306","Census Tract 4333.06, Los Angeles County, California",3136,2140,"H_White",1,"3001-4500"
"06037433307","Census Tract 4333.07, Los Angeles County, California",3193,1996,"H_White",1,"3001-4500"
"06037433401","Census Tract 4334.01, Los Angeles County, California",3405,2377,"H_White",1,"3001-4500"
"06037433402","Census Tract 4334.02, Los Angeles County, California",4713,3595,"H_White",1,"4501-6000"
"06037433503","Census Tract 4335.03, Los Angeles County, California",3269,2474,"H_White",1,"3001-4500"
"06037433700","Census Tract 4337, Los Angeles County, California",3684,3131,"H_White",1,"3001-4500"
"06037433801","Census Tract 4338.01, Los Angeles County, California",5944,5338,"H_White",1,"4501-6000"
"06037433802","Census Tract 4338.02, Los Angeles County, California",3362,2397,"H_White",1,"3001-4500"
"06037433901","Census Tract 4339.01, Los Angeles County, California",6032,4707,"H_White",1,"6001-7500"
"06037433902","Census Tract 4339.02, Los Angeles County, California",3284,2736,"H_White",1,"3001-4500"
"06037434001","Census Tract 4340.01, Los Angeles County, California",4410,3533,"H_White",1,"3001-4500"
"06037434003","Census Tract 4340.03, Los Angeles County, California",4717,3866,"H_White",1,"4501-6000"
"06037434004","Census Tract 4340.04, Los Angeles County, California",3039,2805,"H_White",1,"3001-4500"
"06037460302","Census Tract 4603.02, Los Angeles County, California",4221,2013,"H_White",1,"3001-4500"
"06037500300","Census Tract 5003, Los Angeles County, California",2973,1609,"H_White",1,"1500-3000"
"06037500403","Census Tract 5004.03, Los Angeles County, California",3829,3295,"H_White",1,"3001-4500"
"06037500500","Census Tract 5005, Los Angeles County, California",2703,2327,"H_White",1,"1500-3000"
"06037500700","Census Tract 5007, Los Angeles County, California",7150,6667,"H_White",1,"6001-7500"
"06037500900","Census Tract 5009, Los Angeles County, California",6363,5744,"H_White",1,"6001-7500"
"06037501300","Census Tract 5013, Los Angeles County, California",7154,5273,"H_White",1,"6001-7500"
"06037501600","Census Tract 5016, Los Angeles County, California",7769,4324,"H_White",1,"7501-9000"
"06037501900","Census Tract 5019, Los Angeles County, California",4153,3141,"H_White",1,"3001-4500"
"06037502200","Census Tract 5022, Los Angeles County, California",6937,6325,"H_White",1,"6001-7500"
"06037502401","Census Tract 5024.01, Los Angeles County, California",4957,4286,"H_White",1,"4501-6000"
"06037502402","Census Tract 5024.02, Los Angeles County, California",3874,3544,"H_White",1,"3001-4500"
"06037502500","Census Tract 5025, Los Angeles County, California",4274,4025,"H_White",1,"3001-4500"
"06037502601","Census Tract 5026.01, Los Angeles County, California",6939,6330,"H_White",1,"6001-7500"
"06037502602","Census Tract 5026.02, Los Angeles County, California",4477,3918,"H_White",1,"3001-4500"
"06037502801","Census Tract 5028.01, Los Angeles County, California",6468,5341,"H_White",1,"6001-7500"
"06037502802","Census Tract 5028.02, Los Angeles County, California",3221,1673,"H_White",1,"3001-4500"
"06037502901","Census Tract 5029.01, Los Angeles County, California",5816,4408,"H_White",1,"4501-6000"
"06037503301","Census Tract 5033.01, Los Angeles County, California",3374,2152,"H_White",1,"3001-4500"
"06037503402","Census Tract 5034.02, Los Angeles County, California",4129,2716,"H_White",1,"3001-4500"
"06037530003","Census Tract 5300.03, Los Angeles County, California",3080,1745,"H_White",1,"3001-4500"
"06037530004","Census Tract 5300.04, Los Angeles County, California",3495,2253,"H_White",1,"3001-4500"
"06037530006","Census Tract 5300.06, Los Angeles County, California",4430,2732,"H_White",1,"3001-4500"
"06037530101","Census Tract 5301.01, Los Angeles County, California",5285,4124,"H_White",1,"4501-6000"
"06037530102","Census Tract 5301.02, Los Angeles County, California",4862,3823,"H_White",1,"4501-6000"
"06037530202","Census Tract 5302.02, Los Angeles County, California",4348,3864,"H_White",1,"3001-4500"
"06037530203","Census Tract 5302.03, Los Angeles County, California",2728,2254,"H_White",1,"1500-3000"
"06037530204","Census Tract 5302.04, Los Angeles County, California",3904,3379,"H_White",1,"3001-4500"
"06037530301","Census Tract 5303.01, Los Angeles County, California",2211,2004,"H_White",1,"1500-3000"
"06037530302","Census Tract 5303.02, Los Angeles County, California",6849,6367,"H_White",1,"6001-7500"
"06037530400","Census Tract 5304, Los Angeles County, California",3744,2744,"H_White",1,"3001-4500"
"06037531301","Census Tract 5313.01, Los Angeles County, California",4824,4719,"H_White",1,"4501-6000"
"06037531302","Census Tract 5313.02, Los Angeles County, California",6215,6184,"H_White",1,"6001-7500"
"06037531502","Census Tract 5315.02, Los Angeles County, California",3397,3353,"H_White",1,"3001-4500"
"06037531602","Census Tract 5316.02, Los Angeles County, California",4432,4311,"H_White",1,"3001-4500"
"06037531702","Census Tract 5317.02, Los Angeles County, California",5163,5003,"H_White",1,"4501-6000"
"06037531800","Census Tract 5318, Los Angeles County, California",4960,4802,"H_White",1,"4501-6000"
"06037531901","Census Tract 5319.01, Los Angeles County, California",6237,6065,"H_White",1,"6001-7500"
"06037531902","Census Tract 5319.02, Los Angeles County, California",4763,4522,"H_White",1,"4501-6000"
"06037532001","Census Tract 5320.01, Los Angeles County, California",3036,2855,"H_White",1,"3001-4500"
"06037532002","Census Tract 5320.02, Los Angeles County, California",3360,3032,"H_White",1,"3001-4500"
"06037532101","Census Tract 5321.01, Los Angeles County, California",6747,6360,"H_White",1,"6001-7500"
"06037532102","Census Tract 5321.02, Los Angeles County, California",3936,3391,"H_White",1,"3001-4500"
"06037532200","Census Tract 5322, Los Angeles County, California",7363,6473,"H_White",1,"6001-7500"
"06037532302","Census Tract 5323.02, Los Angeles County, California",4881,4758,"H_White",1,"4501-6000"
"06037532303","Census Tract 5323.03, Los Angeles County, California",4599,4426,"H_White",1,"4501-6000"
"06037532304","Census Tract 5323.04, Los Angeles County, California",4013,3269,"H_White",1,"3001-4500"
"06037532500","Census Tract 5325, Los Angeles County, California",4195,3939,"H_White",1,"3001-4500"
"06037532603","Census Tract 5326.03, Los Angeles County, California",3289,3214,"H_White",1,"3001-4500"
"06037532604","Census Tract 5326.04, Los Angeles County, California",2739,2678,"H_White",1,"1500-3000"
"06037532605","Census Tract 5326.05, Los Angeles County, California",3301,3105,"H_White",1,"3001-4500"
"06037532606","Census Tract 5326.06, Los Angeles County, California",4405,4259,"H_White",1,"3001-4500"
"06037532900","Census Tract 5329, Los Angeles County, California",7058,6606,"H_White",1,"6001-7500"
"06037533002","Census Tract 5330.02, Los Angeles County, California",2705,2600,"H_White",1,"1500-3000"
"06037533103","Census Tract 5331.03, Los Angeles County, California",3283,3183,"H_White",1,"3001-4500"
"06037533104","Census Tract 5331.04, Los Angeles County, California",4415,4279,"H_White",1,"3001-4500"
"06037533105","Census Tract 5331.05, Los Angeles County, California",2510,2496,"H_White",1,"1500-3000"
"06037533106","Census Tract 5331.06, Los Angeles County, California",1655,1602,"H_White",1,"1500-3000"
"06037533107","Census Tract 5331.07, Los Angeles County, California",3503,3462,"H_White",1,"3001-4500"
"06037533201","Census Tract 5332.01, Los Angeles County, California",2788,2733,"H_White",1,"1500-3000"
"06037533202","Census Tract 5332.02, Los Angeles County, California",3124,3103,"H_White",1,"3001-4500"
"06037533203","Census Tract 5332.03, Los Angeles County, California",1931,1895,"H_White",1,"1500-3000"
"06037533300","Census Tract 5333, Los Angeles County, California",3346,3279,"H_White",1,"3001-4500"
"06037533401","Census Tract 5334.01, Los Angeles County, California",5098,5078,"H_White",1,"4501-6000"
"06037533402","Census Tract 5334.02, Los Angeles County, California",4240,4182,"H_White",1,"3001-4500"
"06037533403","Census Tract 5334.03, Los Angeles County, California",2848,2697,"H_White",1,"1500-3000"
"06037533501","Census Tract 5335.01, Los Angeles County, California",3051,3043,"H_White",1,"3001-4500"
"06037533502","Census Tract 5335.02, Los Angeles County, California",2143,2079,"H_White",1,"1500-3000"
"06037533503","Census Tract 5335.03, Los Angeles County, California",2141,2018,"H_White",1,"1500-3000"
"06037533601","Census Tract 5336.01, Los Angeles County, California",4762,4514,"H_White",1,"4501-6000"
"06037533602","Census Tract 5336.02, Los Angeles County, California",5546,5014,"H_White",1,"4501-6000"
"06037533603","Census Tract 5336.03, Los Angeles County, California",6986,6386,"H_White",1,"6001-7500"
"06037533701","Census Tract 5337.01, Los Angeles County, California",2998,2869,"H_White",1,"1500-3000"
"06037533702","Census Tract 5337.02, Los Angeles County, California",3543,3519,"H_White",1,"3001-4500"
"06037533703","Census Tract 5337.03, Los Angeles County, California",5259,5259,"H_White",1,"4501-6000"
"06037533803","Census Tract 5338.03, Los Angeles County, California",6324,5552,"H_White",1,"6001-7500"
"06037533804","Census Tract 5338.04, Los Angeles County, California",4207,4135,"H_White",1,"3001-4500"
"06037533805","Census Tract 5338.05, Los Angeles County, California",3485,3395,"H_White",1,"3001-4500"
"06037533806","Census Tract 5338.06, Los Angeles County, California",3794,3600,"H_White",1,"3001-4500"
"06037533901","Census Tract 5339.01, Los Angeles County, California",6320,6004,"H_White",1,"6001-7500"
"06037533902","Census Tract 5339.02, Los Angeles County, California",4049,3978,"H_White",1,"3001-4500"
"06037534001","Census Tract 5340.01, Los Angeles County, California",5125,4993,"H_White",1,"4501-6000"
"06037534002","Census Tract 5340.02, Los Angeles County, California",4628,4320,"H_White",1,"4501-6000"
"06037534101","Census Tract 5341.01, Los Angeles County, California",2358,2148,"H_White",1,"1500-3000"
"06037534102","Census Tract 5341.02, Los Angeles County, California",6219,6125,"H_White",1,"6001-7500"
"06037534201","Census Tract 5342.01, Los Angeles County, California",4768,4584,"H_White",1,"4501-6000"
"06037534202","Census Tract 5342.02, Los Angeles County, California",5748,5359,"H_White",1,"4501-6000"
"06037534203","Census Tract 5342.03, Los Angeles County, California",3206,3139,"H_White",1,"3001-4500"
"06037534301","Census Tract 5343.01, Los Angeles County, California",4320,3981,"H_White",1,"3001-4500"
"06037534302","Census Tract 5343.02, Los Angeles County, California",3720,3591,"H_White",1,"3001-4500"
"06037534403","Census Tract 5344.03, Los Angeles County, California",2795,2632,"H_White",1,"1500-3000"
"06037534404","Census Tract 5344.04, Los Angeles County, California",3677,3322,"H_White",1,"3001-4500"
"06037534405","Census Tract 5344.05, Los Angeles County, California",4351,4244,"H_White",1,"3001-4500"
"06037534406","Census Tract 5344.06, Los Angeles County, California",5027,4969,"H_White",1,"4501-6000"
"06037534501","Census Tract 5345.01, Los Angeles County, California",5226,5080,"H_White",1,"4501-6000"
"06037534502","Census Tract 5345.02, Los Angeles County, California",4654,4508,"H_White",1,"4501-6000"
"06037534700","Census Tract 5347, Los Angeles County, California",4435,4306,"H_White",1,"3001-4500"
"06037534802","Census Tract 5348.02, Los Angeles County, California",3136,3060,"H_White",1,"3001-4500"
"06037534803","Census Tract 5348.03, Los Angeles County, California",4589,4455,"H_White",1,"4501-6000"
"06037534804","Census Tract 5348.04, Los Angeles County, California",3736,3680,"H_White",1,"3001-4500"
"06037535002","Census Tract 5350.02, Los Angeles County, California",3648,3550,"H_White",1,"3001-4500"
"06037535101","Census Tract 5351.01, Los Angeles County, California",7949,7113,"H_White",1,"7501-9000"
"06037535200","Census Tract 5352, Los Angeles County, California",6111,5386,"H_White",1,"6001-7500"
"06037535400","Census Tract 5354, Los Angeles County, California",3553,3175,"H_White",1,"3001-4500"
"06037535501","Census Tract 5355.01, Los Angeles County, California",3898,3767,"H_White",1,"3001-4500"
"06037535502","Census Tract 5355.02, Los Angeles County, California",5411,5092,"H_White",1,"4501-6000"
