"GEOID","NAME","Total","H_Total","majority","hispanic","group"
"06037207501","Census Tract 2075.01, Los Angeles County, California",2193,469,"NH_Asian",0,"1500-3000"
"06037207502","Census Tract 2075.02, Los Angeles County, California",2888,170,"NH_Asian",0,"1500-3000"
"06037207710","Census Tract 2077.10, Los Angeles County, California",4667,651,"NH_Asian",0,"4501-6000"
"06037207900","Census Tract 2079, Los Angeles County, California",7162,2075,"NH_Asian",0,"6001-7500"
"06037208501","Census Tract 2085.01, Los Angeles County, California",2267,916,"NH_Asian",0,"1500-3000"
"06037208710","Census Tract 2087.10, Los Angeles County, California",4858,1546,"NH_Asian",0,"4501-6000"
"06037209200","Census Tract 2092, Los Angeles County, California",4545,1561,"NH_Asian",0,"4501-6000"
"06037211120","Census Tract 2111.20, Los Angeles County, California",5635,1618,"NH_Asian",0,"4501-6000"
"06037211121","Census Tract 2111.21, Los Angeles County, California",2253,792,"NH_Asian",0,"1500-3000"
"06037211122","Census Tract 2111.22, Los Angeles County, California",3163,1004,"NH_Asian",0,"3001-4500"
"06037211410","Census Tract 2114.10, Los Angeles County, California",2736,856,"NH_Asian",0,"1500-3000"
"06037211500","Census Tract 2115, Los Angeles County, California",4175,894,"NH_Asian",0,"3001-4500"
"06037211701","Census Tract 2117.01, Los Angeles County, California",2596,201,"NH_Asian",0,"1500-3000"
"06037211703","Census Tract 2117.03, Los Angeles County, California",4841,2069,"NH_Asian",0,"4501-6000"
"06037211704","Census Tract 2117.04, Los Angeles County, California",2796,564,"NH_Asian",0,"1500-3000"
"06037211802","Census Tract 2118.02, Los Angeles County, California",4682,1408,"NH_Asian",0,"4501-6000"
"06037211803","Census Tract 2118.03, Los Angeles County, California",3701,754,"NH_Asian",0,"3001-4500"
"06037211804","Census Tract 2118.04, Los Angeles County, California",3221,393,"NH_Asian",0,"3001-4500"
"06037211921","Census Tract 2119.21, Los Angeles County, California",2521,1062,"NH_Asian",0,"1500-3000"
"06037211922","Census Tract 2119.22, Los Angeles County, California",3269,1342,"NH_Asian",0,"3001-4500"
"06037212101","Census Tract 2121.01, Los Angeles County, California",3187,803,"NH_Asian",0,"3001-4500"
"06037212102","Census Tract 2121.02, Los Angeles County, California",2291,628,"NH_Asian",0,"1500-3000"
"06037212306","Census Tract 2123.06, Los Angeles County, California",3413,1908,"NH_Asian",0,"3001-4500"
"06037212410","Census Tract 2124.10, Los Angeles County, California",4318,1956,"NH_Asian",0,"3001-4500"
"06037212502","Census Tract 2125.02, Los Angeles County, California",2810,947,"NH_Asian",0,"1500-3000"
"06037212610","Census Tract 2126.10, Los Angeles County, California",4447,1606,"NH_Asian",0,"3001-4500"
"06037212620","Census Tract 2126.20, Los Angeles County, California",4087,1805,"NH_Asian",0,"3001-4500"
"06037212701","Census Tract 2127.01, Los Angeles County, California",2276,506,"NH_Asian",0,"1500-3000"
"06037212702","Census Tract 2127.02, Los Angeles County, California",3632,567,"NH_Asian",0,"3001-4500"
"06037212800","Census Tract 2128, Los Angeles County, California",3543,1135,"NH_Asian",0,"3001-4500"
"06037213100","Census Tract 2131, Los Angeles County, California",3014,990,"NH_Asian",0,"3001-4500"
"06037213201","Census Tract 2132.01, Los Angeles County, California",3932,1720,"NH_Asian",0,"3001-4500"
"06037221820","Census Tract 2218.20, Los Angeles County, California",2363,400,"NH_Asian",0,"1500-3000"
"06037221900","Census Tract 2219, Los Angeles County, California",4248,1123,"NH_Asian",0,"3001-4500"
"06037265301","Census Tract 2653.01, Los Angeles County, California",11977,2687,"NH_Asian",0,"9000+"
"06037265303","Census Tract 2653.03, Los Angeles County, California",5156,826,"NH_Asian",0,"4501-6000"
"06037265305","Census Tract 2653.05, Los Angeles County, California",3990,755,"NH_Asian",0,"3001-4500"
"06037271702","Census Tract 2717.02, Los Angeles County, California",3918,678,"NH_Asian",0,"3001-4500"
"06037291300","Census Tract 2913, Los Angeles County, California",3037,748,"NH_Asian",0,"3001-4500"
"06037293301","Census Tract 2933.01, Los Angeles County, California",3108,434,"NH_Asian",0,"3001-4500"
"06037293302","Census Tract 2933.02, Los Angeles County, California",5082,1545,"NH_Asian",0,"4501-6000"
"06037403303","Census Tract 4033.03, Los Angeles County, California",2741,863,"NH_Asian",0,"1500-3000"
"06037403304","Census Tract 4033.04, Los Angeles County, California",4863,744,"NH_Asian",0,"4501-6000"
"06037403305","Census Tract 4033.05, Los Angeles County, California",2294,252,"NH_Asian",0,"1500-3000"
"06037403312","Census Tract 4033.12, Los Angeles County, California",5096,1749,"NH_Asian",0,"4501-6000"
"06037403316","Census Tract 4033.16, Los Angeles County, California",6757,1319,"NH_Asian",0,"6001-7500"
"06037403317","Census Tract 4033.17, Los Angeles County, California",4710,1521,"NH_Asian",0,"4501-6000"
"06037403318","Census Tract 4033.18, Los Angeles County, California",6367,1951,"NH_Asian",0,"6001-7500"
"06037403319","Census Tract 4033.19, Los Angeles County, California",4046,958,"NH_Asian",0,"3001-4500"
"06037403320","Census Tract 4033.20, Los Angeles County, California",4992,743,"NH_Asian",0,"4501-6000"
"06037403321","Census Tract 4033.21, Los Angeles County, California",6303,1595,"NH_Asian",0,"6001-7500"
"06037403322","Census Tract 4033.22, Los Angeles County, California",3703,622,"NH_Asian",0,"3001-4500"
"06037403323","Census Tract 4033.23, Los Angeles County, California",5494,451,"NH_Asian",0,"4501-6000"
"06037403324","Census Tract 4033.24, Los Angeles County, California",7193,1047,"NH_Asian",0,"6001-7500"
"06037403325","Census Tract 4033.25, Los Angeles County, California",5348,830,"NH_Asian",0,"4501-6000"
"06037403401","Census Tract 4034.01, Los Angeles County, California",5136,1330,"NH_Asian",0,"4501-6000"
"06037403402","Census Tract 4034.02, Los Angeles County, California",3745,944,"NH_Asian",0,"3001-4500"
"06037403403","Census Tract 4034.03, Los Angeles County, California",4898,894,"NH_Asian",0,"4501-6000"
"06037403404","Census Tract 4034.04, Los Angeles County, California",2645,361,"NH_Asian",0,"1500-3000"
"06037403405","Census Tract 4034.05, Los Angeles County, California",1698,351,"NH_Asian",0,"1500-3000"
"06037403406","Census Tract 4034.06, Los Angeles County, California",2955,787,"NH_Asian",0,"1500-3000"
"06037403407","Census Tract 4034.07, Los Angeles County, California",2314,302,"NH_Asian",0,"1500-3000"
"06037403408","Census Tract 4034.08, Los Angeles County, California",6512,1079,"NH_Asian",0,"6001-7500"
"06037403500","Census Tract 4035, Los Angeles County, California",1835,661,"NH_Asian",0,"1500-3000"
"06037404902","Census Tract 4049.02, Los Angeles County, California",3968,2529,"NH_Asian",0,"3001-4500"
"06037406300","Census Tract 4063, Los Angeles County, California",5829,2209,"NH_Asian",0,"4501-6000"
"06037407400","Census Tract 4074, Los Angeles County, California",1977,893,"NH_Asian",0,"1500-3000"
"06037408004","Census Tract 4080.04, Los Angeles County, California",2493,1110,"NH_Asian",0,"1500-3000"
"06037408005","Census Tract 4080.05, Los Angeles County, California",5161,1939,"NH_Asian",0,"4501-6000"
"06037408006","Census Tract 4080.06, Los Angeles County, California",3344,1223,"NH_Asian",0,"3001-4500"
"06037408133","Census Tract 4081.33, Los Angeles County, California",5203,2774,"NH_Asian",0,"4501-6000"
"06037408134","Census Tract 4081.34, Los Angeles County, California",2760,835,"NH_Asian",0,"1500-3000"
"06037408135","Census Tract 4081.35, Los Angeles County, California",3882,1443,"NH_Asian",0,"3001-4500"
"06037408136","Census Tract 4081.36, Los Angeles County, California",4224,2224,"NH_Asian",0,"3001-4500"
"06037408137","Census Tract 4081.37, Los Angeles County, California",4277,1931,"NH_Asian",0,"3001-4500"
"06037408211","Census Tract 4082.11, Los Angeles County, California",6381,1850,"NH_Asian",0,"6001-7500"
"06037408212","Census Tract 4082.12, Los Angeles County, California",5042,1497,"NH_Asian",0,"4501-6000"
"06037408503","Census Tract 4085.03, Los Angeles County, California",6673,2261,"NH_Asian",0,"6001-7500"
"06037408504","Census Tract 4085.04, Los Angeles County, California",5193,2804,"NH_Asian",0,"4501-6000"
"06037408623","Census Tract 4086.23, Los Angeles County, California",3268,1003,"NH_Asian",0,"3001-4500"
"06037408624","Census Tract 4086.24, Los Angeles County, California",2958,739,"NH_Asian",0,"1500-3000"
"06037408625","Census Tract 4086.25, Los Angeles County, California",4214,1343,"NH_Asian",0,"3001-4500"
"06037408626","Census Tract 4086.26, Los Angeles County, California",4037,880,"NH_Asian",0,"3001-4500"
"06037408627","Census Tract 4086.27, Los Angeles County, California",3076,607,"NH_Asian",0,"3001-4500"
"06037408628","Census Tract 4086.28, Los Angeles County, California",5177,1072,"NH_Asian",0,"4501-6000"
"06037408629","Census Tract 4086.29, Los Angeles County, California",3012,714,"NH_Asian",0,"3001-4500"
"06037408631","Census Tract 4086.31, Los Angeles County, California",5214,3065,"NH_Asian",0,"4501-6000"
"06037408703","Census Tract 4087.03, Los Angeles County, California",6545,624,"NH_Asian",0,"6001-7500"
"06037408704","Census Tract 4087.04, Los Angeles County, California",3311,866,"NH_Asian",0,"3001-4500"
"06037408705","Census Tract 4087.05, Los Angeles County, California",5625,1323,"NH_Asian",0,"4501-6000"
"06037408706","Census Tract 4087.06, Los Angeles County, California",1835,308,"NH_Asian",0,"1500-3000"
"06037408722","Census Tract 4087.22, Los Angeles County, California",4313,1140,"NH_Asian",0,"3001-4500"
"06037408723","Census Tract 4087.23, Los Angeles County, California",2975,770,"NH_Asian",0,"1500-3000"
"06037430400","Census Tract 4304, Los Angeles County, California",4642,315,"NH_Asian",0,"4501-6000"
"06037430600","Census Tract 4306, Los Angeles County, California",4553,222,"NH_Asian",0,"4501-6000"
"06037430701","Census Tract 4307.01, Los Angeles County, California",5846,907,"NH_Asian",0,"4501-6000"
"06037430721","Census Tract 4307.21, Los Angeles County, California",3963,598,"NH_Asian",0,"3001-4500"
"06037430723","Census Tract 4307.23, Los Angeles County, California",4365,478,"NH_Asian",0,"3001-4500"
"06037430724","Census Tract 4307.24, Los Angeles County, California",4723,761,"NH_Asian",0,"4501-6000"
"06037430801","Census Tract 4308.01, Los Angeles County, California",6978,489,"NH_Asian",0,"6001-7500"
"06037430802","Census Tract 4308.02, Los Angeles County, California",4586,465,"NH_Asian",0,"4501-6000"
"06037430803","Census Tract 4308.03, Los Angeles County, California",5397,727,"NH_Asian",0,"4501-6000"
"06037430902","Census Tract 4309.02, Los Angeles County, California",4539,1762,"NH_Asian",0,"4501-6000"
"06037431400","Census Tract 4314, Los Angeles County, California",4202,1266,"NH_Asian",0,"3001-4500"
"06037431501","Census Tract 4315.01, Los Angeles County, California",4480,1505,"NH_Asian",0,"3001-4500"
"06037431502","Census Tract 4315.02, Los Angeles County, California",4273,1096,"NH_Asian",0,"3001-4500"
"06037431600","Census Tract 4316, Los Angeles County, California",4190,350,"NH_Asian",0,"3001-4500"
"06037431700","Census Tract 4317, Los Angeles County, California",6000,487,"NH_Asian",0,"4501-6000"
"06037431800","Census Tract 4318, Los Angeles County, California",5655,778,"NH_Asian",0,"4501-6000"
"06037431900","Census Tract 4319, Los Angeles County, California",4400,852,"NH_Asian",0,"3001-4500"
"06037432000","Census Tract 4320, Los Angeles County, California",7601,1471,"NH_Asian",0,"7501-9000"
"06037432101","Census Tract 4321.01, Los Angeles County, California",4103,601,"NH_Asian",0,"3001-4500"
"06037432102","Census Tract 4321.02, Los Angeles County, California",5951,1182,"NH_Asian",0,"4501-6000"
"06037432201","Census Tract 4322.01, Los Angeles County, California",4491,591,"NH_Asian",0,"3001-4500"
"06037432202","Census Tract 4322.02, Los Angeles County, California",4471,1508,"NH_Asian",0,"3001-4500"
"06037432300","Census Tract 4323, Los Angeles County, California",4350,2024,"NH_Asian",0,"3001-4500"
"06037432401","Census Tract 4324.01, Los Angeles County, California",3705,2019,"NH_Asian",0,"3001-4500"
"06037432402","Census Tract 4324.02, Los Angeles County, California",6938,3671,"NH_Asian",0,"6001-7500"
"06037432601","Census Tract 4326.01, Los Angeles County, California",7210,3979,"NH_Asian",0,"6001-7500"
"06037432602","Census Tract 4326.02, Los Angeles County, California",4852,2642,"NH_Asian",0,"4501-6000"
"06037432801","Census Tract 4328.01, Los Angeles County, California",2797,1384,"NH_Asian",0,"1500-3000"
"06037432901","Census Tract 4329.01, Los Angeles County, California",3727,1003,"NH_Asian",0,"3001-4500"
"06037432902","Census Tract 4329.02, Los Angeles County, California",3312,979,"NH_Asian",0,"3001-4500"
"06037433101","Census Tract 4331.01, Los Angeles County, California",2464,1190,"NH_Asian",0,"1500-3000"
"06037433102","Census Tract 4331.02, Los Angeles County, California",5348,3032,"NH_Asian",0,"4501-6000"
"06037433601","Census Tract 4336.01, Los Angeles County, California",5066,1632,"NH_Asian",0,"4501-6000"
"06037433602","Census Tract 4336.02, Los Angeles County, California",2896,945,"NH_Asian",0,"1500-3000"
"06037463101","Census Tract 4631.01, Los Angeles County, California",2373,746,"NH_Asian",0,"1500-3000"
"06037463102","Census Tract 4631.02, Los Angeles County, California",3878,1494,"NH_Asian",0,"3001-4500"
"06037464100","Census Tract 4641, Los Angeles County, California",7121,475,"NH_Asian",0,"6001-7500"
"06037464200","Census Tract 4642, Los Angeles County, California",6073,350,"NH_Asian",0,"6001-7500"
"06037480002","Census Tract 4800.02, Los Angeles County, California",3623,733,"NH_Asian",0,"3001-4500"
"06037480011","Census Tract 4800.11, Los Angeles County, California",5466,1977,"NH_Asian",0,"4501-6000"
"06037480012","Census Tract 4800.12, Los Angeles County, California",4975,965,"NH_Asian",0,"4501-6000"
"06037480101","Census Tract 4801.01, Los Angeles County, California",3731,391,"NH_Asian",0,"3001-4500"
"06037480102","Census Tract 4801.02, Los Angeles County, California",4487,958,"NH_Asian",0,"3001-4500"
"06037480201","Census Tract 4802.01, Los Angeles County, California",3787,909,"NH_Asian",0,"3001-4500"
"06037480202","Census Tract 4802.02, Los Angeles County, California",2553,732,"NH_Asian",0,"1500-3000"
"06037480302","Census Tract 4803.02, Los Angeles County, California",4672,1661,"NH_Asian",0,"4501-6000"
"06037480303","Census Tract 4803.03, Los Angeles County, California",4103,1818,"NH_Asian",0,"3001-4500"
"06037480304","Census Tract 4803.04, Los Angeles County, California",4506,1548,"NH_Asian",0,"4501-6000"
"06037480400","Census Tract 4804, Los Angeles County, California",5538,1589,"NH_Asian",0,"4501-6000"
"06037480702","Census Tract 4807.02, Los Angeles County, California",4284,715,"NH_Asian",0,"3001-4500"
"06037480802","Census Tract 4808.02, Los Angeles County, California",3162,1683,"NH_Asian",0,"3001-4500"
"06037480804","Census Tract 4808.04, Los Angeles County, California",4892,1894,"NH_Asian",0,"4501-6000"
"06037480901","Census Tract 4809.01, Los Angeles County, California",5407,2118,"NH_Asian",0,"4501-6000"
"06037480902","Census Tract 4809.02, Los Angeles County, California",4109,1807,"NH_Asian",0,"3001-4500"
"06037480903","Census Tract 4809.03, Los Angeles County, California",3248,855,"NH_Asian",0,"3001-4500"
"06037481001","Census Tract 4810.01, Los Angeles County, California",4369,1186,"NH_Asian",0,"3001-4500"
"06037481002","Census Tract 4810.02, Los Angeles County, California",5646,2033,"NH_Asian",0,"4501-6000"
"06037481101","Census Tract 4811.01, Los Angeles County, California",4513,1806,"NH_Asian",0,"4501-6000"
"06037481102","Census Tract 4811.02, Los Angeles County, California",4000,779,"NH_Asian",0,"3001-4500"
"06037481103","Census Tract 4811.03, Los Angeles County, California",4926,2079,"NH_Asian",0,"4501-6000"
"06037481201","Census Tract 4812.01, Los Angeles County, California",3910,1127,"NH_Asian",0,"3001-4500"
"06037481202","Census Tract 4812.02, Los Angeles County, California",6188,2023,"NH_Asian",0,"6001-7500"
"06037481300","Census Tract 4813, Los Angeles County, California",3299,939,"NH_Asian",0,"3001-4500"
"06037481401","Census Tract 4814.01, Los Angeles County, California",6267,1073,"NH_Asian",0,"6001-7500"
"06037481402","Census Tract 4814.02, Los Angeles County, California",6598,1321,"NH_Asian",0,"6001-7500"
"06037481500","Census Tract 4815, Los Angeles County, California",4489,738,"NH_Asian",0,"3001-4500"
"06037481603","Census Tract 4816.03, Los Angeles County, California",3486,645,"NH_Asian",0,"3001-4500"
"06037481604","Census Tract 4816.04, Los Angeles County, California",3701,1178,"NH_Asian",0,"3001-4500"
"06037481605","Census Tract 4816.05, Los Angeles County, California",2831,894,"NH_Asian",0,"1500-3000"
"06037481606","Census Tract 4816.06, Los Angeles County, California",5013,1203,"NH_Asian",0,"4501-6000"
"06037481711","Census Tract 4817.11, Los Angeles County, California",4246,409,"NH_Asian",0,"3001-4500"
"06037481712","Census Tract 4817.12, Los Angeles County, California",5329,1013,"NH_Asian",0,"4501-6000"
"06037481713","Census Tract 4817.13, Los Angeles County, California",2736,564,"NH_Asian",0,"1500-3000"
"06037481714","Census Tract 4817.14, Los Angeles County, California",2739,180,"NH_Asian",0,"1500-3000"
"06037481800","Census Tract 4818, Los Angeles County, California",2558,549,"NH_Asian",0,"1500-3000"
"06037481901","Census Tract 4819.01, Los Angeles County, California",5775,2916,"NH_Asian",0,"4501-6000"
"06037481902","Census Tract 4819.02, Los Angeles County, California",3443,1875,"NH_Asian",0,"3001-4500"
"06037482001","Census Tract 4820.01, Los Angeles County, California",2650,376,"NH_Asian",0,"1500-3000"
"06037482002","Census Tract 4820.02, Los Angeles County, California",6760,2141,"NH_Asian",0,"6001-7500"
"06037482101","Census Tract 4821.01, Los Angeles County, California",4750,1175,"NH_Asian",0,"4501-6000"
"06037482102","Census Tract 4821.02, Los Angeles County, California",2943,920,"NH_Asian",0,"1500-3000"
"06037482201","Census Tract 4822.01, Los Angeles County, California",4076,1060,"NH_Asian",0,"3001-4500"
"06037482202","Census Tract 4822.02, Los Angeles County, California",5087,1246,"NH_Asian",0,"4501-6000"
"06037482301","Census Tract 4823.01, Los Angeles County, California",4941,943,"NH_Asian",0,"4501-6000"
"06037482303","Census Tract 4823.03, Los Angeles County, California",6156,1897,"NH_Asian",0,"6001-7500"
"06037482304","Census Tract 4823.04, Los Angeles County, California",3216,1434,"NH_Asian",0,"3001-4500"
"06037482401","Census Tract 4824.01, Los Angeles County, California",3670,1554,"NH_Asian",0,"3001-4500"
"06037482402","Census Tract 4824.02, Los Angeles County, California",7566,3440,"NH_Asian",0,"7501-9000"
"06037482502","Census Tract 4825.02, Los Angeles County, California",3310,680,"NH_Asian",0,"3001-4500"
"06037482503","Census Tract 4825.03, Los Angeles County, California",4293,1347,"NH_Asian",0,"3001-4500"
"06037482521","Census Tract 4825.21, Los Angeles County, California",5842,2226,"NH_Asian",0,"4501-6000"
"06037482522","Census Tract 4825.22, Los Angeles County, California",4478,2067,"NH_Asian",0,"3001-4500"
"06037482600","Census Tract 4826, Los Angeles County, California",6262,1810,"NH_Asian",0,"6001-7500"
"06037482702","Census Tract 4827.02, Los Angeles County, California",2373,1009,"NH_Asian",0,"1500-3000"
"06037482800","Census Tract 4828, Los Angeles County, California",4524,1812,"NH_Asian",0,"4501-6000"
"06037503703","Census Tract 5037.03, Los Angeles County, California",7622,1413,"NH_Asian",0,"7501-9000"
"06037530005","Census Tract 5300.05, Los Angeles County, California",3971,1532,"NH_Asian",0,"3001-4500"
"06037543306","Census Tract 5433.06, Los Angeles County, California",7863,2268,"NH_Asian",0,"7501-9000"
"06037543501","Census Tract 5435.01, Los Angeles County, California",7457,2043,"NH_Asian",0,"6001-7500"
"06037543503","Census Tract 5435.03, Los Angeles County, California",5696,1884,"NH_Asian",0,"4501-6000"
"06037543601","Census Tract 5436.01, Los Angeles County, California",3781,1610,"NH_Asian",0,"3001-4500"
"06037543602","Census Tract 5436.02, Los Angeles County, California",7864,2385,"NH_Asian",0,"7501-9000"
"06037543604","Census Tract 5436.04, Los Angeles County, California",5226,1640,"NH_Asian",0,"4501-6000"
"06037543701","Census Tract 5437.01, Los Angeles County, California",3057,1699,"NH_Asian",0,"3001-4500"
"06037543801","Census Tract 5438.01, Los Angeles County, California",5159,1959,"NH_Asian",0,"4501-6000"
"06037543802","Census Tract 5438.02, Los Angeles County, California",6478,2401,"NH_Asian",0,"6001-7500"
"06037543903","Census Tract 5439.03, Los Angeles County, California",3740,1616,"NH_Asian",0,"3001-4500"
"06037552602","Census Tract 5526.02, Los Angeles County, California",4416,2399,"NH_Asian",0,"3001-4500"
"06037554511","Census Tract 5545.11, Los Angeles County, California",4140,524,"NH_Asian",0,"3001-4500"
"06037554512","Census Tract 5545.12, Los Angeles County, California",6455,528,"NH_Asian",0,"6001-7500"
"06037554513","Census Tract 5545.13, Los Angeles County, California",2758,287,"NH_Asian",0,"1500-3000"
"06037554514","Census Tract 5545.14, Los Angeles County, California",4700,831,"NH_Asian",0,"4501-6000"
"06037554515","Census Tract 5545.15, Los Angeles County, California",3793,516,"NH_Asian",0,"3001-4500"
"06037554516","Census Tract 5545.16, Los Angeles County, California",3885,623,"NH_Asian",0,"3001-4500"
"06037554517","Census Tract 5545.17, Los Angeles County, California",4510,460,"NH_Asian",0,"4501-6000"
"06037554518","Census Tract 5545.18, Los Angeles County, California",5511,761,"NH_Asian",0,"4501-6000"
"06037554519","Census Tract 5545.19, Los Angeles County, California",3498,355,"NH_Asian",0,"3001-4500"
"06037554521","Census Tract 5545.21, Los Angeles County, California",5949,1142,"NH_Asian",0,"4501-6000"
"06037554522","Census Tract 5545.22, Los Angeles County, California",4944,889,"NH_Asian",0,"4501-6000"
"06037554600","Census Tract 5546, Los Angeles County, California",4173,1926,"NH_Asian",0,"3001-4500"
"06037554802","Census Tract 5548.02, Los Angeles County, California",6378,1685,"NH_Asian",0,"6001-7500"
"06037554900","Census Tract 5549, Los Angeles County, California",7636,2909,"NH_Asian",0,"7501-9000"
"06037555001","Census Tract 5550.01, Los Angeles County, California",5321,2520,"NH_Asian",0,"4501-6000"
"06037555103","Census Tract 5551.03, Los Angeles County, California",4873,1523,"NH_Asian",0,"4501-6000"
"06037570602","Census Tract 5706.02, Los Angeles County, California",6177,3020,"NH_Asian",0,"6001-7500"
"06037570701","Census Tract 5707.01, Los Angeles County, California",7372,2404,"NH_Asian",0,"6001-7500"
"06037571503","Census Tract 5715.03, Los Angeles County, California",3878,1377,"NH_Asian",0,"3001-4500"
"06037572100","Census Tract 5721, Los Angeles County, California",1113,357,"NH_Asian",0,"0-1500"
"06037572201","Census Tract 5722.01, Los Angeles County, California",5592,1731,"NH_Asian",0,"4501-6000"
"06037572202","Census Tract 5722.02, Los Angeles County, California",3614,1330,"NH_Asian",0,"3001-4500"
"06037572600","Census Tract 5726, Los Angeles County, California",5357,2754,"NH_Asian",0,"4501-6000"
"06037572700","Census Tract 5727, Los Angeles County, California",5268,2013,"NH_Asian",0,"4501-6000"
"06037573300","Census Tract 5733, Los Angeles County, California",4158,1682,"NH_Asian",0,"3001-4500"
"06037603004","Census Tract 6030.04, Los Angeles County, California",1549,458,"NH_Asian",0,"1500-3000"
"06037603006","Census Tract 6030.06, Los Angeles County, California",1898,732,"NH_Asian",0,"1500-3000"
"06037603101","Census Tract 6031.01, Los Angeles County, California",4139,1738,"NH_Asian",0,"3001-4500"
"06037603102","Census Tract 6031.02, Los Angeles County, California",3664,1683,"NH_Asian",0,"3001-4500"
"06037603200","Census Tract 6032, Los Angeles County, California",3394,1166,"NH_Asian",0,"3001-4500"
"06037603301","Census Tract 6033.01, Los Angeles County, California",3617,1144,"NH_Asian",0,"3001-4500"
"06037603302","Census Tract 6033.02, Los Angeles County, California",4048,1501,"NH_Asian",0,"3001-4500"
"06037603400","Census Tract 6034, Los Angeles County, California",4113,1646,"NH_Asian",0,"3001-4500"
"06037603600","Census Tract 6036, Los Angeles County, California",4258,1500,"NH_Asian",0,"3001-4500"
"06037650001","Census Tract 6500.01, Los Angeles County, California",5805,1674,"NH_Asian",0,"4501-6000"
"06037650003","Census Tract 6500.03, Los Angeles County, California",3202,1212,"NH_Asian",0,"3001-4500"
"06037650004","Census Tract 6500.04, Los Angeles County, California",4125,811,"NH_Asian",0,"3001-4500"
"06037650101","Census Tract 6501.01, Los Angeles County, California",6018,1381,"NH_Asian",0,"6001-7500"
"06037650102","Census Tract 6501.02, Los Angeles County, California",2211,577,"NH_Asian",0,"1500-3000"
"06037650300","Census Tract 6503, Los Angeles County, California",6824,1686,"NH_Asian",0,"6001-7500"
"06037650602","Census Tract 6506.02, Los Angeles County, California",7315,819,"NH_Asian",0,"6001-7500"
"06037650604","Census Tract 6506.04, Los Angeles County, California",5567,769,"NH_Asian",0,"4501-6000"
"06037650605","Census Tract 6506.05, Los Angeles County, California",3064,469,"NH_Asian",0,"3001-4500"
"06037650800","Census Tract 6508, Los Angeles County, California",6423,388,"NH_Asian",0,"6001-7500"
"06037650902","Census Tract 6509.02, Los Angeles County, California",6769,2030,"NH_Asian",0,"6001-7500"
"06037651002","Census Tract 6510.02, Los Angeles County, California",4702,977,"NH_Asian",0,"4501-6000"
"06037651101","Census Tract 6511.01, Los Angeles County, California",5036,375,"NH_Asian",0,"4501-6000"
"06037651221","Census Tract 6512.21, Los Angeles County, California",3697,540,"NH_Asian",0,"3001-4500"
"06037651222","Census Tract 6512.22, Los Angeles County, California",6459,1015,"NH_Asian",0,"6001-7500"
"06037651402","Census Tract 6514.02, Los Angeles County, California",6236,700,"NH_Asian",0,"6001-7500"
"06037670406","Census Tract 6704.06, Los Angeles County, California",1759,21,"NH_Asian",0,"1500-3000"
"06037670407","Census Tract 6704.07, Los Angeles County, California",6269,565,"NH_Asian",0,"6001-7500"
"06037670413","Census Tract 6704.13, Los Angeles County, California",4433,346,"NH_Asian",0,"3001-4500"
"06037980010","Census Tract 9800.10, Los Angeles County, California",95,33,"NH_Asian",0,"0-1500"
"06037980021","Census Tract 9800.21, Los Angeles County, California",33,15,"NH_Asian",0,"0-1500"
"06037206020","Census Tract 2060.20, Los Angeles County, California",8947,3864,"NH_Black",0,"7501-9000"
"06037206300","Census Tract 2063, Los Angeles County, California",6103,955,"NH_Black",0,"6001-7500"
"06037207400","Census Tract 2074, Los Angeles County, California",1539,687,"NH_Black",0,"1500-3000"
"06037218701","Census Tract 2187.01, Los Angeles County, California",2324,730,"NH_Black",0,"1500-3000"
"06037218702","Census Tract 2187.02, Los Angeles County, California",2056,1016,"NH_Black",0,"1500-3000"
"06037218900","Census Tract 2189, Los Angeles County, California",6149,2915,"NH_Black",0,"6001-7500"
"06037219500","Census Tract 2195, Los Angeles County, California",2084,483,"NH_Black",0,"1500-3000"
"06037220000","Census Tract 2200, Los Angeles County, California",4711,2429,"NH_Black",0,"4501-6000"
"06037220100","Census Tract 2201, Los Angeles County, California",2415,798,"NH_Black",0,"1500-3000"
"06037221401","Census Tract 2214.01, Los Angeles County, California",3628,1464,"NH_Black",0,"3001-4500"
"06037231500","Census Tract 2315, Los Angeles County, California",5396,3311,"NH_Black",0,"4501-6000"
"06037232200","Census Tract 2322, Los Angeles County, California",3487,2202,"NH_Black",0,"3001-4500"
"06037232400","Census Tract 2324, Los Angeles County, California",7361,3975,"NH_Black",0,"6001-7500"
"06037234000","Census Tract 2340, Los Angeles County, California",5417,2027,"NH_Black",0,"4501-6000"
"06037234200","Census Tract 2342, Los Angeles County, California",2424,163,"NH_Black",0,"1500-3000"
"06037234300","Census Tract 2343, Los Angeles County, California",3805,374,"NH_Black",0,"3001-4500"
"06037234501","Census Tract 2345.01, Los Angeles County, California",2845,1023,"NH_Black",0,"1500-3000"
"06037234502","Census Tract 2345.02, Los Angeles County, California",3017,1046,"NH_Black",0,"3001-4500"
"06037234600","Census Tract 2346, Los Angeles County, California",4908,1728,"NH_Black",0,"4501-6000"
"06037234700","Census Tract 2347, Los Angeles County, California",3690,1608,"NH_Black",0,"3001-4500"
"06037234800","Census Tract 2348, Los Angeles County, California",3317,1377,"NH_Black",0,"3001-4500"
"06037234901","Census Tract 2349.01, Los Angeles County, California",3321,1557,"NH_Black",0,"3001-4500"
"06037234902","Census Tract 2349.02, Los Angeles County, California",4088,1932,"NH_Black",0,"3001-4500"
